Features: 16,,,,,,,,,,
Target Class: streamcluster,TP,FN,FP,TN,ACC (%),Noise Percantages,Upsampling,,99.78601997,103
"Nu: 0.9, Gamma: 0.0004",19,120,0,116,52.94117647,10,40,,,
"Nu: 0.9, Gamma: 0.005",19,120,0,116,52.94117647,10,40,,,
"Nu: 0.9, Gamma: 0.05",19,120,0,116,52.94117647,10,40,,,
"Nu: 0.9, Gamma: 0.0625",19,120,0,116,52.94117647,10,40,,,
"Nu: 0.9, Gamma: 0.1",19,120,0,116,52.94117647,10,40,,,
"Nu: 0.9, Gamma: 0.2",19,120,0,116,52.94117647,10,40,,,
"Nu: 0.9, Gamma: 0.5",19,120,0,116,52.94117647,10,40,,,
"Nu: 0.9, Gamma: 0.7",18,121,0,116,52.54901961,10,40,,,
"Nu: 0.9, Gamma: 0.9",18,121,0,116,52.54901961,10,40,,,
"Nu: 0.9, Gamma: 0.99",18,121,0,116,52.54901961,10,40,,,
"Nu: 0.99, Gamma: 0.0001",1,138,0,116,45.88235294,10,40,,,
"Nu: 0.99, Gamma: 0.0002",1,138,0,116,45.88235294,10,40,,,
"Nu: 0.99, Gamma: 0.0003",1,138,0,116,45.88235294,10,40,,,
"Nu: 0.99, Gamma: 0.0004",1,138,0,116,45.88235294,10,40,,,
"Nu: 0.99, Gamma: 0.005",1,138,0,116,45.88235294,10,40,,,
"Nu: 0.99, Gamma: 0.05",1,138,0,116,45.88235294,10,40,,,
"Nu: 0.99, Gamma: 0.0625",1,138,0,116,45.88235294,10,40,,,
"Nu: 0.99, Gamma: 0.1",1,138,0,116,45.88235294,10,40,,,
"Nu: 0.99, Gamma: 0.2",1,138,0,116,45.88235294,10,40,,,
"Nu: 0.99, Gamma: 0.5",1,138,0,116,45.88235294,10,40,,,
"Nu: 0.99, Gamma: 0.7",1,138,0,116,45.88235294,10,40,,,
"Nu: 0.99, Gamma: 0.9",1,138,0,116,45.88235294,10,40,,,
"Nu: 0.99, Gamma: 0.99",1,138,0,116,45.88235294,10,40,,,
