Features: 16,,,,,,,,,,,,
Target Class: blackscholes,TP,FP,FN,TN,ACC (%),Noise Percantages,Upsampling,,94.08284024,31,2924,2193
"Nu: 0.2, Gamma: 0.99",304,25,32,6,84.46866485,0,40,,,,,
"Nu: 0.5, Gamma: 1e-05",161,15,175,16,48.22888283,0,40,,,,,
"Nu: 0.5, Gamma: 2e-05",180,15,156,16,53.40599455,0,40,,,,,
"Nu: 0.5, Gamma: 3e-05",164,9,172,22,50.68119891,0,40,,,,,
"Nu: 0.5, Gamma: 4e-05",183,9,153,22,55.85831063,0,40,,,,,
"Nu: 0.5, Gamma: 5e-05",190,9,146,22,57.76566757,0,40,,,,,
"Nu: 0.5, Gamma: 6e-05",193,9,143,22,58.58310627,0,40,,,,,
"Nu: 0.5, Gamma: 7e-05",196,9,140,22,59.40054496,0,40,,,,,
"Nu: 0.5, Gamma: 8e-05",198,9,138,22,59.94550409,0,40,,,,,
"Nu: 0.5, Gamma: 9e-05",233,15,103,16,67.84741144,0,40,,,,,
"Nu: 0.5, Gamma: 0.0001",202,9,134,22,61.03542234,0,40,,,,,
"Nu: 0.5, Gamma: 0.0002",215,9,121,22,64.57765668,0,40,,,,,
"Nu: 0.5, Gamma: 0.0003",260,15,76,16,75.20435967,0,40,,,,,
"Nu: 0.5, Gamma: 0.0004",266,18,70,13,76.02179837,0,40,,,,,
"Nu: 0.5, Gamma: 0.005",288,21,48,10,81.19891008,0,40,,,,,
"Nu: 0.5, Gamma: 0.05",304,25,32,6,84.46866485,0,40,,,,,
"Nu: 0.5, Gamma: 0.0625",336,31,0,0,91.55313351,0,40,,,,,
"Nu: 0.5, Gamma: 0.1",336,31,0,0,91.55313351,0,40,,,,,
"Nu: 0.5, Gamma: 0.2",304,25,32,6,84.46866485,0,40,,,,,
"Nu: 0.5, Gamma: 0.5",336,31,0,0,91.55313351,0,40,,,,,
"Nu: 0.5, Gamma: 0.7",304,25,32,6,84.46866485,0,40,,,,,
"Nu: 0.5, Gamma: 0.9",304,25,32,6,84.46866485,0,40,,,,,
"Nu: 0.5, Gamma: 0.99",304,25,32,6,84.46866485,0,40,,,,,
"Nu: 0.7, Gamma: 1e-05",287,18,49,13,81.74386921,0,40,,,,,
"Nu: 0.7, Gamma: 2e-05",266,16,70,15,76.56675749,0,40,,,,,
"Nu: 0.7, Gamma: 3e-05",242,17,94,14,69.75476839,0,40,,,,,
"Nu: 0.7, Gamma: 4e-05",240,17,96,14,69.20980926,0,40,,,,,
"Nu: 0.7, Gamma: 5e-05",210,11,126,20,62.67029973,0,40,,,,,
"Nu: 0.7, Gamma: 6e-05",212,11,124,20,63.21525886,0,40,,,,,
"Nu: 0.7, Gamma: 7e-05",245,18,91,13,70.29972752,0,40,,,,,
"Nu: 0.7, Gamma: 8e-05",245,18,91,13,70.29972752,0,40,,,,,
"Nu: 0.7, Gamma: 9e-05",246,18,90,13,70.57220708,0,40,,,,,
"Nu: 0.7, Gamma: 0.0001",215,12,121,19,63.76021798,0,40,,,,,
"Nu: 0.7, Gamma: 0.0002",222,16,114,15,64.57765668,0,40,,,,,
"Nu: 0.7, Gamma: 0.0003",262,22,74,9,73.84196185,0,40,,,,,
"Nu: 0.7, Gamma: 0.0004",272,22,64,9,76.56675749,0,40,,,,,
"Nu: 0.7, Gamma: 0.005",288,21,48,10,81.19891008,0,40,,,,,
"Nu: 0.7, Gamma: 0.05",336,31,0,0,91.55313351,0,40,,,,,
"Nu: 0.7, Gamma: 0.0625",304,25,32,6,84.46866485,0,40,,,,,
"Nu: 0.7, Gamma: 0.1",336,31,0,0,91.55313351,0,40,,,,,
"Nu: 0.7, Gamma: 0.2",336,31,0,0,91.55313351,0,40,,,,,
"Nu: 0.7, Gamma: 0.5",336,31,0,0,91.55313351,0,40,,,,,
"Nu: 0.7, Gamma: 0.7",336,31,0,0,91.55313351,0,40,,,,,
"Nu: 0.7, Gamma: 0.9",336,31,0,0,91.55313351,0,40,,,,,
"Nu: 0.7, Gamma: 0.99",304,25,32,6,84.46866485,0,40,,,,,
"Nu: 0.9, Gamma: 1e-05",336,27,0,4,92.64305177,0,40,,,,,
"Nu: 0.9, Gamma: 2e-05",336,27,0,4,92.64305177,0,40,,,,,
"Nu: 0.9, Gamma: 3e-05",336,27,0,4,92.64305177,0,40,,,,,
"Nu: 0.9, Gamma: 4e-05",336,28,0,3,92.37057221,0,40,,,,,
"Nu: 0.9, Gamma: 5e-05",335,28,1,3,92.09809264,0,40,,,,,
"Nu: 0.9, Gamma: 6e-05",335,27,1,4,92.37057221,0,40,,,,,
"Nu: 0.9, Gamma: 7e-05",335,27,1,4,92.37057221,0,40,,,,,
"Nu: 0.9, Gamma: 8e-05",335,27,1,4,92.37057221,0,40,,,,,
"Nu: 0.9, Gamma: 9e-05",335,27,1,4,92.37057221,0,40,,,,,
"Nu: 0.9, Gamma: 0.0001",335,27,1,4,92.37057221,0,40,,,,,
"Nu: 0.9, Gamma: 0.0002",335,28,1,3,92.09809264,0,40,,,,,
"Nu: 0.9, Gamma: 0.0003",319,28,17,3,87.73841962,0,40,,,,,
"Nu: 0.9, Gamma: 0.0004",290,28,46,3,79.83651226,0,40,,,,,
"Nu: 0.9, Gamma: 0.005",335,31,1,0,91.28065395,0,40,,,,,
"Nu: 0.9, Gamma: 0.05",304,25,32,6,84.46866485,0,40,,,,,
"Nu: 0.9, Gamma: 0.0625",304,25,32,6,84.46866485,0,40,,,,,
"Nu: 0.9, Gamma: 0.1",336,31,0,0,91.55313351,0,40,,,,,
"Nu: 0.9, Gamma: 0.2",304,25,32,6,84.46866485,0,40,,,,,
"Nu: 0.9, Gamma: 0.5",336,31,0,0,91.55313351,0,40,,,,,
"Nu: 0.9, Gamma: 0.7",336,31,0,0,91.55313351,0,40,,,,,
"Nu: 0.9, Gamma: 0.9",336,31,0,0,91.55313351,0,40,,,,,
"Nu: 0.9, Gamma: 0.99",336,31,0,0,91.55313351,0,40,,,,,
"Nu: 0.99, Gamma: 1e-05",336,30,0,1,91.82561308,0,40,,,,,
"Nu: 0.99, Gamma: 2e-05",336,30,0,1,91.82561308,0,40,,,,,
"Nu: 0.99, Gamma: 3e-05",336,31,0,0,91.55313351,0,40,,,,,
"Nu: 0.99, Gamma: 4e-05",336,31,0,0,91.55313351,0,40,,,,,
"Nu: 0.99, Gamma: 5e-05",336,31,0,0,91.55313351,0,40,,,,,
"Nu: 0.99, Gamma: 6e-05",336,31,0,0,91.55313351,0,40,,,,,
"Nu: 0.99, Gamma: 7e-05",336,31,0,0,91.55313351,0,40,,,,,
"Nu: 0.99, Gamma: 8e-05",336,31,0,0,91.55313351,0,40,,,,,
"Nu: 0.99, Gamma: 9e-05",336,31,0,0,91.55313351,0,40,,,,,
"Nu: 0.99, Gamma: 0.0001",336,31,0,0,91.55313351,0,40,,,,,
"Nu: 0.99, Gamma: 0.0002",336,31,0,0,91.55313351,0,40,,,,,
"Nu: 0.99, Gamma: 0.0003",336,31,0,0,91.55313351,0,40,,,,,
"Nu: 0.99, Gamma: 0.0004",336,31,0,0,91.55313351,0,40,,,,,
"Nu: 0.99, Gamma: 0.005",336,31,0,0,91.55313351,0,40,,,,,
"Nu: 0.99, Gamma: 0.05",304,25,32,6,84.46866485,0,40,,,,,
"Nu: 0.99, Gamma: 0.0625",304,25,32,6,84.46866485,0,40,,,,,
"Nu: 0.99, Gamma: 0.1",336,31,0,0,91.55313351,0,40,,,,,
"Nu: 0.99, Gamma: 0.2",336,31,0,0,91.55313351,0,40,,,,,
"Nu: 0.99, Gamma: 0.5",336,31,0,0,91.55313351,0,40,,,,,
"Nu: 0.99, Gamma: 0.7",336,31,0,0,91.55313351,0,40,,,,,
"Nu: 0.99, Gamma: 0.9",336,31,0,0,91.55313351,0,40,,,,,
"Nu: 0.99, Gamma: 0.99",336,31,0,0,91.55313351,0,40,,,,,
,,,,,,,,,,,,
Target Class: blackscholes_cachehalf,TP,FP,FN,TN,ACC (%),Noise Percantages,Upsampling,,,,,
"Nu: 5e-05, Gamma: 1e-05",304,32,0,2,90.53254438,0,40,,,,,
"Nu: 5e-05, Gamma: 2e-05",304,34,0,0,89.9408284,0,40,,,,,
"Nu: 5e-05, Gamma: 3e-05",304,34,0,0,89.9408284,0,40,,,,,
"Nu: 5e-05, Gamma: 4e-05",304,34,0,0,89.9408284,0,40,,,,,
"Nu: 5e-05, Gamma: 5e-05",304,34,0,0,89.9408284,0,40,,,,,
"Nu: 5e-05, Gamma: 6e-05",304,34,0,0,89.9408284,0,40,,,,,
"Nu: 5e-05, Gamma: 7e-05",304,34,0,0,89.9408284,0,40,,,,,
"Nu: 5e-05, Gamma: 8e-05",304,34,0,0,89.9408284,0,40,,,,,
"Nu: 5e-05, Gamma: 9e-05",304,34,0,0,89.9408284,0,40,,,,,
"Nu: 5e-05, Gamma: 0.0001",304,34,0,0,89.9408284,0,40,,,,,
"Nu: 5e-05, Gamma: 0.0002",304,34,0,0,89.9408284,0,40,,,,,
"Nu: 5e-05, Gamma: 0.0003",304,34,0,0,89.9408284,0,40,,,,,
"Nu: 5e-05, Gamma: 0.0004",304,34,0,0,89.9408284,0,40,,,,,
"Nu: 5e-05, Gamma: 0.005",304,34,0,0,89.9408284,0,40,,,,,
"Nu: 5e-05, Gamma: 0.05",304,34,0,0,89.9408284,0,40,,,,,
"Nu: 5e-05, Gamma: 0.0625",304,34,0,0,89.9408284,0,40,,,,,
"Nu: 5e-05, Gamma: 0.1",304,34,0,0,89.9408284,0,40,,,,,
"Nu: 5e-05, Gamma: 0.2",304,34,0,0,89.9408284,0,40,,,,,
"Nu: 5e-05, Gamma: 0.5",304,34,0,0,89.9408284,0,40,,,,,
"Nu: 5e-05, Gamma: 0.7",304,34,0,0,89.9408284,0,40,,,,,
"Nu: 5e-05, Gamma: 0.9",304,34,0,0,89.9408284,0,40,,,,,
"Nu: 5e-05, Gamma: 0.99",304,34,0,0,89.9408284,0,40,,,,,
"Nu: 6e-05, Gamma: 1e-05",304,32,0,2,90.53254438,0,40,,,,,
"Nu: 6e-05, Gamma: 2e-05",304,34,0,0,89.9408284,0,40,,,,,
"Nu: 6e-05, Gamma: 3e-05",304,34,0,0,89.9408284,0,40,,,,,
"Nu: 6e-05, Gamma: 4e-05",304,34,0,0,89.9408284,0,40,,,,,
"Nu: 6e-05, Gamma: 5e-05",304,34,0,0,89.9408284,0,40,,,,,
"Nu: 6e-05, Gamma: 6e-05",304,34,0,0,89.9408284,0,40,,,,,
"Nu: 6e-05, Gamma: 7e-05",304,34,0,0,89.9408284,0,40,,,,,
"Nu: 6e-05, Gamma: 8e-05",304,34,0,0,89.9408284,0,40,,,,,
"Nu: 6e-05, Gamma: 9e-05",304,34,0,0,89.9408284,0,40,,,,,
"Nu: 6e-05, Gamma: 0.0001",256,31,48,3,76.62721893,0,40,,,,,
"Nu: 6e-05, Gamma: 0.0002",304,34,0,0,89.9408284,0,40,,,,,
"Nu: 6e-05, Gamma: 0.0003",304,34,0,0,89.9408284,0,40,,,,,
"Nu: 6e-05, Gamma: 0.0004",304,34,0,0,89.9408284,0,40,,,,,
"Nu: 6e-05, Gamma: 0.005",304,34,0,0,89.9408284,0,40,,,,,
"Nu: 6e-05, Gamma: 0.05",304,34,0,0,89.9408284,0,40,,,,,
"Nu: 6e-05, Gamma: 0.0625",304,34,0,0,89.9408284,0,40,,,,,
"Nu: 6e-05, Gamma: 0.1",304,34,0,0,89.9408284,0,40,,,,,
"Nu: 6e-05, Gamma: 0.2",304,34,0,0,89.9408284,0,40,,,,,
"Nu: 6e-05, Gamma: 0.5",256,31,48,3,76.62721893,0,40,,,,,
"Nu: 6e-05, Gamma: 0.7",256,31,48,3,76.62721893,0,40,,,,,
"Nu: 6e-05, Gamma: 0.9",256,31,48,3,76.62721893,0,40,,,,,
"Nu: 6e-05, Gamma: 0.99",256,31,48,3,76.62721893,0,40,,,,,
"Nu: 7e-05, Gamma: 1e-05",304,31,0,3,90.82840237,0,40,,,,,
"Nu: 7e-05, Gamma: 2e-05",304,31,0,3,90.82840237,0,40,,,,,
"Nu: 7e-05, Gamma: 3e-05",304,33,0,1,90.23668639,0,40,,,,,
"Nu: 7e-05, Gamma: 4e-05",304,34,0,0,89.9408284,0,40,,,,,
"Nu: 7e-05, Gamma: 5e-05",304,34,0,0,89.9408284,0,40,,,,,
"Nu: 7e-05, Gamma: 6e-05",304,34,0,0,89.9408284,0,40,,,,,
"Nu: 7e-05, Gamma: 7e-05",304,34,0,0,89.9408284,0,40,,,,,
"Nu: 7e-05, Gamma: 8e-05",304,34,0,0,89.9408284,0,40,,,,,
"Nu: 7e-05, Gamma: 9e-05",304,34,0,0,89.9408284,0,40,,,,,
"Nu: 7e-05, Gamma: 0.0001",256,31,48,3,76.62721893,0,40,,,,,
"Nu: 7e-05, Gamma: 0.0002",304,34,0,0,89.9408284,0,40,,,,,
"Nu: 7e-05, Gamma: 0.0003",304,34,0,0,89.9408284,0,40,,,,,
"Nu: 7e-05, Gamma: 0.0004",304,34,0,0,89.9408284,0,40,,,,,
"Nu: 7e-05, Gamma: 0.005",304,34,0,0,89.9408284,0,40,,,,,
"Nu: 7e-05, Gamma: 0.05",304,34,0,0,89.9408284,0,40,,,,,
"Nu: 7e-05, Gamma: 0.0625",304,34,0,0,89.9408284,0,40,,,,,
"Nu: 7e-05, Gamma: 0.1",304,34,0,0,89.9408284,0,40,,,,,
"Nu: 7e-05, Gamma: 0.2",304,34,0,0,89.9408284,0,40,,,,,
"Nu: 7e-05, Gamma: 0.5",304,34,0,0,89.9408284,0,40,,,,,
"Nu: 7e-05, Gamma: 0.7",304,34,0,0,89.9408284,0,40,,,,,
"Nu: 7e-05, Gamma: 0.9",304,34,0,0,89.9408284,0,40,,,,,
"Nu: 7e-05, Gamma: 0.99",304,34,0,0,89.9408284,0,40,,,,,
"Nu: 8e-05, Gamma: 1e-05",304,33,0,1,90.23668639,0,40,,,,,
"Nu: 8e-05, Gamma: 2e-05",304,28,0,6,91.71597633,0,40,,,,,
"Nu: 8e-05, Gamma: 3e-05",304,33,0,1,90.23668639,0,40,,,,,
"Nu: 8e-05, Gamma: 4e-05",304,34,0,0,89.9408284,0,40,,,,,
"Nu: 8e-05, Gamma: 5e-05",304,34,0,0,89.9408284,0,40,,,,,
"Nu: 8e-05, Gamma: 6e-05",304,34,0,0,89.9408284,0,40,,,,,
"Nu: 8e-05, Gamma: 7e-05",304,34,0,0,89.9408284,0,40,,,,,
"Nu: 8e-05, Gamma: 8e-05",304,34,0,0,89.9408284,0,40,,,,,
"Nu: 8e-05, Gamma: 9e-05",304,34,0,0,89.9408284,0,40,,,,,
"Nu: 8e-05, Gamma: 0.0001",256,31,48,3,76.62721893,0,40,,,,,
"Nu: 8e-05, Gamma: 0.0002",304,34,0,0,89.9408284,0,40,,,,,
"Nu: 8e-05, Gamma: 0.0003",304,34,0,0,89.9408284,0,40,,,,,
"Nu: 8e-05, Gamma: 0.0004",304,34,0,0,89.9408284,0,40,,,,,
"Nu: 8e-05, Gamma: 0.005",304,34,0,0,89.9408284,0,40,,,,,
"Nu: 8e-05, Gamma: 0.05",304,34,0,0,89.9408284,0,40,,,,,
"Nu: 8e-05, Gamma: 0.0625",304,34,0,0,89.9408284,0,40,,,,,
"Nu: 8e-05, Gamma: 0.1",304,34,0,0,89.9408284,0,40,,,,,
"Nu: 8e-05, Gamma: 0.2",304,34,0,0,89.9408284,0,40,,,,,
"Nu: 8e-05, Gamma: 0.5",304,34,0,0,89.9408284,0,40,,,,,
"Nu: 8e-05, Gamma: 0.7",304,34,0,0,89.9408284,0,40,,,,,
"Nu: 8e-05, Gamma: 0.9",304,34,0,0,89.9408284,0,40,,,,,
"Nu: 8e-05, Gamma: 0.99",304,34,0,0,89.9408284,0,40,,,,,
"Nu: 9e-05, Gamma: 1e-05",304,33,0,1,90.23668639,0,40,,,,,
"Nu: 9e-05, Gamma: 2e-05",304,28,0,6,91.71597633,0,40,,,,,
"Nu: 9e-05, Gamma: 3e-05",304,33,0,1,90.23668639,0,40,,,,,
"Nu: 9e-05, Gamma: 4e-05",304,34,0,0,89.9408284,0,40,,,,,
"Nu: 9e-05, Gamma: 5e-05",304,34,0,0,89.9408284,0,40,,,,,
"Nu: 9e-05, Gamma: 6e-05",304,34,0,0,89.9408284,0,40,,,,,
"Nu: 9e-05, Gamma: 7e-05",304,34,0,0,89.9408284,0,40,,,,,
"Nu: 9e-05, Gamma: 8e-05",304,34,0,0,89.9408284,0,40,,,,,
"Nu: 9e-05, Gamma: 9e-05",304,34,0,0,89.9408284,0,40,,,,,
"Nu: 9e-05, Gamma: 0.0001",256,31,48,3,76.62721893,0,40,,,,,
"Nu: 9e-05, Gamma: 0.0002",304,34,0,0,89.9408284,0,40,,,,,
"Nu: 9e-05, Gamma: 0.0003",304,34,0,0,89.9408284,0,40,,,,,
"Nu: 9e-05, Gamma: 0.0004",304,34,0,0,89.9408284,0,40,,,,,
"Nu: 9e-05, Gamma: 0.005",304,34,0,0,89.9408284,0,40,,,,,
"Nu: 9e-05, Gamma: 0.05",304,34,0,0,89.9408284,0,40,,,,,
"Nu: 9e-05, Gamma: 0.0625",304,34,0,0,89.9408284,0,40,,,,,
"Nu: 9e-05, Gamma: 0.1",304,34,0,0,89.9408284,0,40,,,,,
"Nu: 9e-05, Gamma: 0.2",304,34,0,0,89.9408284,0,40,,,,,
"Nu: 9e-05, Gamma: 0.5",304,34,0,0,89.9408284,0,40,,,,,
"Nu: 9e-05, Gamma: 0.7",304,34,0,0,89.9408284,0,40,,,,,
"Nu: 9e-05, Gamma: 0.9",304,34,0,0,89.9408284,0,40,,,,,
"Nu: 9e-05, Gamma: 0.99",304,34,0,0,89.9408284,0,40,,,,,
"Nu: 0.0001, Gamma: 1e-05",304,32,0,2,90.53254438,0,40,,,,,
"Nu: 0.0001, Gamma: 2e-05",304,28,0,6,91.71597633,0,40,,,,,
"Nu: 0.0001, Gamma: 3e-05",304,33,0,1,90.23668639,0,40,,,,,
"Nu: 0.0001, Gamma: 4e-05",304,34,0,0,89.9408284,0,40,,,,,
"Nu: 0.0001, Gamma: 5e-05",304,34,0,0,89.9408284,0,40,,,,,
"Nu: 0.0001, Gamma: 6e-05",304,34,0,0,89.9408284,0,40,,,,,
"Nu: 0.0001, Gamma: 7e-05",304,34,0,0,89.9408284,0,40,,,,,
"Nu: 0.0001, Gamma: 8e-05",304,34,0,0,89.9408284,0,40,,,,,
"Nu: 0.0001, Gamma: 9e-05",304,34,0,0,89.9408284,0,40,,,,,
"Nu: 0.0001, Gamma: 0.0001",256,31,48,3,76.62721893,0,40,,,,,
"Nu: 0.0001, Gamma: 0.0002",304,34,0,0,89.9408284,0,40,,,,,
"Nu: 0.0001, Gamma: 0.0003",304,34,0,0,89.9408284,0,40,,,,,
"Nu: 0.0001, Gamma: 0.0004",304,34,0,0,89.9408284,0,40,,,,,
"Nu: 0.0001, Gamma: 0.005",304,34,0,0,89.9408284,0,40,,,,,
"Nu: 0.0001, Gamma: 0.05",304,34,0,0,89.9408284,0,40,,,,,
"Nu: 0.0001, Gamma: 0.0625",304,34,0,0,89.9408284,0,40,,,,,
"Nu: 0.0001, Gamma: 0.1",304,34,0,0,89.9408284,0,40,,,,,
"Nu: 0.0001, Gamma: 0.2",304,34,0,0,89.9408284,0,40,,,,,
"Nu: 0.0001, Gamma: 0.5",304,34,0,0,89.9408284,0,40,,,,,
"Nu: 0.0001, Gamma: 0.7",304,34,0,0,89.9408284,0,40,,,,,
"Nu: 0.0001, Gamma: 0.9",304,34,0,0,89.9408284,0,40,,,,,
"Nu: 0.0001, Gamma: 0.99",304,34,0,0,89.9408284,0,40,,,,,
"Nu: 0.0002, Gamma: 1e-05",304,24,0,10,92.89940828,0,40,,,,,
"Nu: 0.0002, Gamma: 2e-05",304,29,0,5,91.42011834,0,40,,,,,
"Nu: 0.0002, Gamma: 3e-05",304,31,0,3,90.82840237,0,40,,,,,
"Nu: 0.0002, Gamma: 4e-05",304,33,0,1,90.23668639,0,40,,,,,
"Nu: 0.0002, Gamma: 5e-05",304,33,0,1,90.23668639,0,40,,,,,
"Nu: 0.0002, Gamma: 6e-05",216,24,88,10,66.86390533,0,40,,,,,
"Nu: 0.0002, Gamma: 7e-05",231,24,73,10,71.30177515,0,40,,,,,
"Nu: 0.0002, Gamma: 8e-05",158,15,146,19,52.36686391,0,40,,,,,
"Nu: 0.0002, Gamma: 9e-05",219,21,85,13,68.63905325,0,40,,,,,
"Nu: 0.0002, Gamma: 0.0001",165,18,139,16,53.55029586,0,40,,,,,
"Nu: 0.0002, Gamma: 0.0002",207,24,97,10,64.20118343,0,40,,,,,
"Nu: 0.0002, Gamma: 0.0003",304,31,0,3,90.82840237,0,40,,,,,
"Nu: 0.0002, Gamma: 0.0004",304,34,0,0,89.9408284,0,40,,,,,
"Nu: 0.0002, Gamma: 0.005",304,34,0,0,89.9408284,0,40,,,,,
"Nu: 0.0002, Gamma: 0.05",304,34,0,0,89.9408284,0,40,,,,,
"Nu: 0.0002, Gamma: 0.0625",304,34,0,0,89.9408284,0,40,,,,,
"Nu: 0.0002, Gamma: 0.1",304,34,0,0,89.9408284,0,40,,,,,
"Nu: 0.0002, Gamma: 0.2",304,34,0,0,89.9408284,0,40,,,,,
"Nu: 0.0002, Gamma: 0.5",256,31,48,3,76.62721893,0,40,,,,,
"Nu: 0.0002, Gamma: 0.7",256,31,48,3,76.62721893,0,40,,,,,
"Nu: 0.0002, Gamma: 0.9",256,31,48,3,76.62721893,0,40,,,,,
"Nu: 0.0002, Gamma: 0.99",256,31,48,3,76.62721893,0,40,,,,,
"Nu: 0.0003, Gamma: 1e-05",167,15,137,19,55.0295858,0,40,,,,,
"Nu: 0.0003, Gamma: 2e-05",304,28,0,6,91.71597633,0,40,,,,,
"Nu: 0.0003, Gamma: 3e-05",285,28,19,6,86.09467456,0,40,,,,,
"Nu: 0.0003, Gamma: 4e-05",196,19,108,15,62.4260355,0,40,,,,,
"Nu: 0.0003, Gamma: 5e-05",205,18,99,16,65.38461538,0,40,,,,,
"Nu: 0.0003, Gamma: 6e-05",214,20,90,14,67.4556213,0,40,,,,,
"Nu: 0.0003, Gamma: 7e-05",231,26,73,8,70.71005917,0,40,,,,,
"Nu: 0.0003, Gamma: 8e-05",158,15,146,19,52.36686391,0,40,,,,,
"Nu: 0.0003, Gamma: 9e-05",216,21,88,13,67.75147929,0,40,,,,,
"Nu: 0.0003, Gamma: 0.0001",299,24,5,10,91.42011834,0,40,,,,,
"Nu: 0.0003, Gamma: 0.0002",304,33,0,1,90.23668639,0,40,,,,,
"Nu: 0.0003, Gamma: 0.0003",304,34,0,0,89.9408284,0,40,,,,,
"Nu: 0.0003, Gamma: 0.0004",304,34,0,0,89.9408284,0,40,,,,,
"Nu: 0.0003, Gamma: 0.005",256,31,48,3,76.62721893,0,40,,,,,
"Nu: 0.0003, Gamma: 0.05",304,34,0,0,89.9408284,0,40,,,,,
"Nu: 0.0003, Gamma: 0.0625",304,34,0,0,89.9408284,0,40,,,,,
"Nu: 0.0003, Gamma: 0.1",304,34,0,0,89.9408284,0,40,,,,,
"Nu: 0.0003, Gamma: 0.2",304,34,0,0,89.9408284,0,40,,,,,
"Nu: 0.0003, Gamma: 0.5",304,34,0,0,89.9408284,0,40,,,,,
"Nu: 0.0003, Gamma: 0.7",304,34,0,0,89.9408284,0,40,,,,,
"Nu: 0.0003, Gamma: 0.9",304,34,0,0,89.9408284,0,40,,,,,
"Nu: 0.0003, Gamma: 0.99",304,34,0,0,89.9408284,0,40,,,,,
"Nu: 0.0004, Gamma: 1e-05",171,14,133,20,56.50887574,0,40,,,,,
"Nu: 0.0004, Gamma: 2e-05",276,29,28,5,83.13609467,0,40,,,,,
"Nu: 0.0004, Gamma: 3e-05",285,28,19,6,86.09467456,0,40,,,,,
"Nu: 0.0004, Gamma: 4e-05",201,19,103,15,63.90532544,0,40,,,,,
"Nu: 0.0004, Gamma: 5e-05",298,29,6,5,89.64497041,0,40,,,,,
"Nu: 0.0004, Gamma: 6e-05",211,20,93,14,66.56804734,0,40,,,,,
"Nu: 0.0004, Gamma: 7e-05",227,21,77,13,71.00591716,0,40,,,,,
"Nu: 0.0004, Gamma: 8e-05",276,23,28,11,84.9112426,0,40,,,,,
"Nu: 0.0004, Gamma: 9e-05",284,25,20,9,86.68639053,0,40,,,,,
"Nu: 0.0004, Gamma: 0.0001",163,15,141,19,53.84615385,0,40,,,,,
"Nu: 0.0004, Gamma: 0.0002",233,25,71,9,71.59763314,0,40,,,,,
"Nu: 0.0004, Gamma: 0.0003",298,31,6,3,89.05325444,0,40,,,,,
"Nu: 0.0004, Gamma: 0.0004",299,30,5,4,89.64497041,0,40,,,,,
"Nu: 0.0004, Gamma: 0.005",256,31,48,3,76.62721893,0,40,,,,,
"Nu: 0.0004, Gamma: 0.05",304,34,0,0,89.9408284,0,40,,,,,
"Nu: 0.0004, Gamma: 0.0625",304,34,0,0,89.9408284,0,40,,,,,
"Nu: 0.0004, Gamma: 0.1",304,34,0,0,89.9408284,0,40,,,,,
"Nu: 0.0004, Gamma: 0.2",304,34,0,0,89.9408284,0,40,,,,,
"Nu: 0.0004, Gamma: 0.5",256,31,48,3,76.62721893,0,40,,,,,
"Nu: 0.0004, Gamma: 0.7",256,31,48,3,76.62721893,0,40,,,,,
"Nu: 0.0004, Gamma: 0.9",256,31,48,3,76.62721893,0,40,,,,,
"Nu: 0.0004, Gamma: 0.99",256,31,48,3,76.62721893,0,40,,,,,
"Nu: 0.005, Gamma: 1e-05",123,8,181,26,44.08284024,0,40,,,,,
"Nu: 0.005, Gamma: 2e-05",138,11,166,23,47.63313609,0,40,,,,,
"Nu: 0.005, Gamma: 3e-05",186,15,118,19,60.65088757,0,40,,,,,
"Nu: 0.005, Gamma: 4e-05",143,12,161,22,48.81656805,0,40,,,,,
"Nu: 0.005, Gamma: 5e-05",150,13,154,21,50.59171598,0,40,,,,,
"Nu: 0.005, Gamma: 6e-05",204,16,100,18,65.68047337,0,40,,,,,
"Nu: 0.005, Gamma: 7e-05",205,16,99,18,65.97633136,0,40,,,,,
"Nu: 0.005, Gamma: 8e-05",208,16,96,18,66.86390533,0,40,,,,,
"Nu: 0.005, Gamma: 9e-05",157,14,147,20,52.36686391,0,40,,,,,
"Nu: 0.005, Gamma: 0.0001",210,18,94,16,66.86390533,0,40,,,,,
"Nu: 0.005, Gamma: 0.0002",221,19,83,15,69.82248521,0,40,,,,,
"Nu: 0.005, Gamma: 0.0003",193,16,111,18,62.4260355,0,40,,,,,
"Nu: 0.005, Gamma: 0.0004",253,20,51,14,78.99408284,0,40,,,,,
"Nu: 0.005, Gamma: 0.005",303,29,1,5,91.12426036,0,40,,,,,
"Nu: 0.005, Gamma: 0.05",256,31,48,3,76.62721893,0,40,,,,,
"Nu: 0.005, Gamma: 0.0625",304,33,0,1,90.23668639,0,40,,,,,
"Nu: 0.005, Gamma: 0.1",256,31,48,3,76.62721893,0,40,,,,,
"Nu: 0.005, Gamma: 0.2",304,34,0,0,89.9408284,0,40,,,,,
"Nu: 0.005, Gamma: 0.5",256,31,48,3,76.62721893,0,40,,,,,
"Nu: 0.005, Gamma: 0.7",256,31,48,3,76.62721893,0,40,,,,,
"Nu: 0.005, Gamma: 0.9",256,31,48,3,76.62721893,0,40,,,,,
"Nu: 0.005, Gamma: 0.99",256,31,48,3,76.62721893,0,40,,,,,
"Nu: 0.05, Gamma: 1e-05",123,8,181,26,44.08284024,0,40,,,,,
"Nu: 0.05, Gamma: 2e-05",187,14,117,20,61.24260355,0,40,,,,,
"Nu: 0.05, Gamma: 3e-05",138,11,166,23,47.63313609,0,40,,,,,
"Nu: 0.05, Gamma: 4e-05",191,15,113,19,62.13017751,0,40,,,,,
