Features: 16,,,,,,,,,,
Target Class: streamcluster,TP,FN,FP,TN,ACC (%),Noise Percantages,Upsampling,,99.79296066,475
"Nu: 0.9, Gamma: 0.7",18,78,0,116,63.20754717,10,40,,,
"Nu: 0.9, Gamma: 0.9",18,78,0,116,63.20754717,10,40,,,
"Nu: 0.9, Gamma: 0.99",18,78,0,116,63.20754717,10,40,,,
"Nu: 0.99, Gamma: 0.0001",5,91,0,116,57.0754717,10,40,,,
"Nu: 0.99, Gamma: 0.0002",4,92,0,116,56.60377358,10,40,,,
"Nu: 0.99, Gamma: 0.0003",4,92,0,116,56.60377358,10,40,,,
"Nu: 0.99, Gamma: 0.0004",4,92,0,116,56.60377358,10,40,,,
"Nu: 0.99, Gamma: 0.005",4,92,0,116,56.60377358,10,40,,,
"Nu: 0.99, Gamma: 0.05",4,92,0,116,56.60377358,10,40,,,
"Nu: 0.99, Gamma: 0.0625",4,92,0,116,56.60377358,10,40,,,
"Nu: 0.99, Gamma: 0.1",4,92,0,116,56.60377358,10,40,,,
"Nu: 0.99, Gamma: 0.2",4,92,0,116,56.60377358,10,40,,,
"Nu: 0.99, Gamma: 0.5",3,93,0,116,56.13207547,10,40,,,
"Nu: 0.99, Gamma: 0.7",3,93,0,116,56.13207547,10,40,,,
"Nu: 0.99, Gamma: 0.9",3,93,0,116,56.13207547,10,40,,,
"Nu: 0.99, Gamma: 0.99",3,93,0,116,56.13207547,10,40,,,
