Features: 16,,,,,,,,,,
Target Class: facesim,TP,FN,FP,TN,ACC (%),Noise Percantages,Upsampling,,99.92657856,104
"Nu: 0.9, Gamma: 0.005",14,120,5,225,65.65934066,10,40,,,
"Nu: 0.9, Gamma: 0.05",14,120,2,228,66.48351648,10,40,,,
"Nu: 0.9, Gamma: 0.0625",14,120,1,229,66.75824176,10,40,,,
"Nu: 0.9, Gamma: 0.1",15,119,0,230,67.30769231,10,40,,,
"Nu: 0.9, Gamma: 0.2",25,109,0,230,70.05494505,10,40,,,
"Nu: 0.9, Gamma: 0.5",17,117,0,230,67.85714286,10,40,,,
"Nu: 0.9, Gamma: 0.7",12,122,135,95,29.3956044,10,40,,,
"Nu: 0.9, Gamma: 0.9",16,118,136,94,30.21978022,10,40,,,
"Nu: 0.9, Gamma: 0.99",16,118,136,94,30.21978022,10,40,,,
"Nu: 0.99, Gamma: 0.0001",3,131,0,230,64.01098901,10,40,,,
"Nu: 0.99, Gamma: 0.0002",3,131,0,230,64.01098901,10,40,,,
"Nu: 0.99, Gamma: 0.0003",3,131,0,230,64.01098901,10,40,,,
"Nu: 0.99, Gamma: 0.0004",3,131,0,230,64.01098901,10,40,,,
"Nu: 0.99, Gamma: 0.005",3,131,0,230,64.01098901,10,40,,,
"Nu: 0.99, Gamma: 0.05",2,132,0,230,63.73626374,10,40,,,
"Nu: 0.99, Gamma: 0.0625",2,132,0,230,63.73626374,10,40,,,
"Nu: 0.99, Gamma: 0.1",1,133,0,230,63.46153846,10,40,,,
"Nu: 0.99, Gamma: 0.2",8,126,0,230,65.38461538,10,40,,,
"Nu: 0.99, Gamma: 0.5",2,132,0,230,63.73626374,10,40,,,
"Nu: 0.99, Gamma: 0.7",0,134,0,230,63.18681319,10,40,,,
"Nu: 0.99, Gamma: 0.9",0,134,0,230,63.18681319,10,40,,,
"Nu: 0.99, Gamma: 0.99",0,134,0,230,63.18681319,10,40,,,
